Tweets,Cl_Tweets,Subjectivity,Polarity,Sentiment
"We have just listed @GreedP2E on NFTFeed!🔥

https://t.co/6CFueIu2g0

#SOL #Solana #SolanaNFT #nft #SolanaCommunity",we have just listed nftfeed,0.0,0.0,Neutral
"@2footcrypto I’m sure the Comunity will explode when #Solana has there day,",i m sure comunity will explode when has there day,0.8888888888888888,0.5,Positive
"📢How to Start Futures Trading on AscendEX 

✅Click [Futures] on the homepage
✅Transfer Assets to a Futures Account
✅Place a Futures Order
✅Risk Management

🔥Don’t miss out! Now👉https://t.co/dEwd2LWCen
#cryptotrading   #LUNA  #crypto #altcoins  #Bitcoin  #Solana #LUNC https://t.co/PTMlFfqwNC",how start futures trading ascendex click homepage transfer assets futures account place futures order risk management don t miss out now,0.0,0.0,Neutral
"#Solana 
 Price Now: $30.57
 ₿0.00148345
 Market Cap: $10483887937.817688 #SOL",price now 30 57 0 00148345 market cap 10483887937 817688,0.0,0.0,Neutral
"#Solana Price 
 
 Three months ago: $89.90 
 
 One month ago: $96.70 
 
 One week ago: $52.77 
 
  Now: $30.55 #SOL SolanaSOL",price three months ago 89 90 one month ago 96 70 one week ago 52 77 now 30 55 solanasol,0.0,0.0,Neutral
Anybody got some new projects about to mint or minting rn? #Etherum #Solana #NFT #Solgiveaway #SolanaSummer #NFTProject #rarible #opensea,anybody got some new projects about mint or minting rn,0.45454545454545453,0.13636363636363635,Positive
"@wordcel_club @solana #SocialSovereignty live on #Solana via #Wordcel
Do you write? How about own your content? Now, what about the platform you use to create/publish/distribute it? #ownershipeconomy of #web3",live via do you write how about own your content now what about platform you use create publish distribute it,0.75,0.36818181818181817,Positive
#sunface #GOTHISH #Solana #sol #SolanaSummer @GothicDegens #DeGoths diamond hands. Unlisted 🔥🔥🔥 https://t.co/5plECtSHnM,diamond hands unlisted,0.0,0.0,Neutral
"Read this thread and grow rich.

#Solana #SolanaSummer #Crypto #Bitcoin #ETH #Ethereum https://t.co/qeidtekkcB",read this thread grow rich,0.75,0.375,Positive
"Again, I'm not a short person. But during bear market I've to say it's a safe and stable way to run short bots on CellFi. Seen quite a few genius keep 1000% APR (no compound) for week long.
$SOL #defi #DEX #Solana @mangomarkets @cellfi_io https://t.co/adPgYQyq0K",again im not short person but during bear market ive say its safe stable way run short bots cellfi seen quite few genius keep 1000 apr no compound week long sol,0.32,0.05,Positive
What is that?! #SOL #Solana #SolanaAirdrops https://t.co/l53pNYoK5z,what is that,0.0,0.0,Neutral
"Perhaps never a better time to consider privacy...
#Anatoly on #ZK and #Solana w/ #Elusiv https://t.co/RbUXiUT8oC",perhaps never better time consider privacy w,0.5,-0.25,Negative
"@aeyakovenko Perhaps never a better time to consider privacy...
#Anatoly on #ZK and #Solana w/ #Elusiv",perhaps never better time consider privacy w,0.5,-0.25,Negative
"$sol long idea 

#sol #solana #SolanaNFT #btc #bitcoin https://t.co/q7e5HpgBOW",sol long idea,0.4,-0.05,Negative
"#NFTs 

👉 The new meta is so weird. It didn't sold out for hours for 1.11 SOL. Now it's 2 SOL but there are only 647 listed. 🤔

#NFTs #NFTCommunity #NFT #NFTCollection #NFTProject #SolanaNFTs #Solana https://t.co/76utSuwiUq",new meta is so weird it didnt sold out hours 1 11 sol now its 2 sol but there are only 647 listed,0.8181818181818182,-0.12121212121212122,Negative
"@Justartproduce It's fire. OMG Big Airdrop
It's project is really very strong...🥳🥳🥳🥳
@King105500870
@ataur013944
@HridoyYT999

#Giveaway #Solana #FCFS",its fire omg big airdrop its project is really very strong,0.5266666666666666,0.2816666666666667,Positive
"@Justartproduce @AIerta 
@NftsS 
@LEqwANhjsDR6I2X
Thanks for this great opportunity to participate in this great project. as the team has been an inspiration in their innovative approaches towards achieving the project goals and visions.
#Crypto #Airdrops #NFT #Giveaway
#Solana",thanks this great opportunity participate this great project as team has been inspiration their innovative approaches towards achieving project goals visions,0.675,0.575,Positive
"The #SolanaNFT scene would not be as big as it is if it weren't for these platforms 💥

Below are the top Marketplace on the @solana ecosystem by their 7-Day Volume 👇

@MagicEden @opensea @SolanartNFT @exchgART @SolSeaNFT 

#NFTs #SOL #Solana #SolanaNews https://t.co/yFlHK2gG3Y",scene would not be as big as it is if it werent these platforms below are top marketplace ecosystem by their 7 day volume,0.3,0.25,Positive
