Tweets,Cl_Tweets,Subjectivity,Polarity,Sentiment
$XRP working its way into the top 10 most mentioned on 4chan over the last 7 daysVia https://t.co/45jeEZLXvS#xrp    #4chan  #altcoin https://t.co/7pKY6CD67z,xrp working its way into top 10 most mentioned 4chan over last 7 days via,0.35555555555555557,0.3333333333333333,Positive
"As mentioned in today’s @LinqtoInc video, I took advantage of the $1,000 #XRP Promo! I invested the $5K minimum into both @Ripple and @LinqtoInc. The XRP #airdrop will arrive in the next 5 business days to my @UpholdInc wallet.
INVEST 👉🏽 https://t.co/HyxBYMKH9h 💎
#CBDC #ISO20022 https://t.co/lVEyheWkjh",as mentioned today s video i took advantage 1 000 promo i invested 5k minimum into both xrp will arrive next 5 business days my wallet invest,0.0,0.0,Neutral
"@cyber_bull_ #XRShib, the #ShibaInu with no GAS fuel⛽ fee is amazing!

Running on the ISO 20022 compliant #XRP ledger with high scalability

▶️gas fees less than a penny🌿
▶️lightning fast transactions

#XRPHolders #XRPArmy #XRPCommunity https://t.co/ye7wSQOSoV",with no gas fuel fee is amazing running iso 20022 compliant ledger with high scalability gas fees less than penny lightning fast transactions,0.5266666666666666,0.19833333333333336,Positive
"1 Bitcoin ( #BTC )
Dollar: 20,569.93$ 

1 Bitcoin Cash ( #BCH )
Dollar: 1,13.00$ 

1 Ethereum ( #ETH )
Dollar: 1,087.06$ 

1 Ripple ( #XRP )
Dollar: 0.32467$ 

Date: 17 Jun 2022 3:12

#Bitcoin #Ethereum #cryptocurrency #crypto #altcoin #Blockchain #Ripple",1 bitcoin dollar 20 569 93 1 bitcoin cash dollar 1 13 00 1 ethereum dollar 1 087 06 1 ripple dollar 0 32467 date 17 jun 2022 3 12,0.0,0.0,Neutral
"#XRP price bot 0.326895usd, #BuyingTheDip. Check latest Kudos #XTK price at #Sologenic https://t.co/8uC0mDg8tx",price bot 0 326895usd check latest kudos price at,0.9,0.5,Positive
"If you love #XRP like a Fat Kid Loves Cake…

Like &amp; REPOST 
#xrparmy https://t.co/Fr43OluWHj",if you love like fat kid loves cake like amp repost,0.6,0.5,Positive
"@CryptoEmdarks #XRShib, the #ShibaInu with no GAS ⛽️ fee is amazing!

Running on the ISO 20022 compliant #XRP ledger with high scalability

▶️gas fees less than a penny🌿
▶️lightning fast transactions

#XRPHolders #XRPArmy #XRPCommunity https://t.co/dB1qaNgUwp",with no gas fee is amazing running iso 20022 compliant ledger with high scalability gas fees less than penny lightning fast transactions,0.5266666666666666,0.19833333333333336,Positive
#XRP is MOONING this YR!,is mooning this yr,0.0,0.0,Neutral
"Nakami #798

Flash sale! Available for 24hrs. Get this Nakami before it's sold. Only on Sologenic!

@realSologenic

@SologenicNFT

https://t.co/CUcW9v2E9Z

#XRP #XRPLcommunity #XRPL #SOLONATION #Sologenic #Sologenicnft #NFTs #NFTCommunity #nftart #Xrpnft https://t.co/qTyTkNi68R",nakami flash sale available 24hrs get this nakami before its sold only sologenic,0.7,0.2,Positive
#btc #eth #xrp #cruptocurrency is dead run!!!!,is dead run,0.4,-0.2,Negative
#xrparmy #XRP anyone one else agree? https://t.co/vxnqp1rCnp,anyone one else agree,0.0,0.0,Neutral
Breaking news:  https://t.co/rlor1B09Sw #BTC #Crypto #Binance #Altcoins #ADA #Sand #Doge #Luna #Bitcoinpump #dogecoin #FTM #Cardano #PlanB #Uniswap #Sushiswap #xrp #NFT #Solana #SOL #shiba #Ethereum #Cryptocurrency #Ether #Etherium #Bitcoin #Bullrun  #cryptonews  #ALGO #Ma,breaking news,0.0,0.0,Neutral
"Grooming again we can't control how tall, it's just as awesome i'm waiting.

#healthinsurance #xrp #tacos $CHZ $ACA #nft",grooming again we cant control how tall its just as awesome im waiting chz aca,1.0,1.0,Positive
"@10000xGems Go with #xrshib for the 1000x🚀

Running🏃on the highly scalable and energy-efficient #XRP ledger⚒️

▶️it's fast, settles in 3 seconds
▶️consumes 0.0079 KWh per transaction🌱

🚫an ETH transaction wastes 238.22 KWh 🚫👎 https://t.co/XYpk8kQxdK",go with 1000x running highly scalable energy efficient ledger its fast settles 3 seconds consumes 0 0079 kwh per transaction eth transaction wastes 238 22 kwh,0.37999999999999995,0.05333333333333332,Positive
"#XRP 💎 💎 💎 💎 💎 

I just can't imagine people have to buy 1 XRP for $30 instead of $0.30! Just like back in the day my buddy laughed at me when I bought my BTC at $350 and he got in at $3K a piece!...

His son said stupid come naturally but I disagreed... 😆 🤣 😂",i just cant imagine people have buy 1 xrp 30 instead 0 30 just like back day my buddy laughed at me when i bought my btc at 350 he got at 3k piece his son said stupid come naturally but i disagreed,0.4,6.938893903907228e-18,Positive
"📊 #crypto Stats 📊

#Bitcoin = $20618
#Ethereum = $1090.63
#Tether = $1.001
#USD_Coin = $1.001
#BNB = $214.97
#Binance_USD = $0.998525
#Cardano = $0.490085
#XRP = $0.327209
#Solana = $30.58
#Polkadot = $7.25 https://t.co/gACmZJiQnV",stats 20618 1090 63 1 001 1 001 214 97 0 998525 0 490085 0 327209 30 58 7 25,0.0,0.0,Neutral
"Part 1/2:

BTCMarkets
#BTC: $29314
#BCH: $160
#ETH: $1548
#LTC: $66
#XRP: $0.46

Coinspot
#BTC: $29484
#ETH: $1556
#LTC: $68
#XRP: $0.47

Cointree
#BTC: $28898
#BCH: $156
#ETH: $1501
#LTC: $64
#XRP: $0.45",part 1 2 btcmarkets 29314 160 1548 66 0 46 coinspot 29484 1556 68 0 47 cointree 28898 156 1501 64 0 45,0.0,0.0,Neutral
"XRP - XRP
Price: $0.33
Change in 1h: -0.32895089%
Market cap: $15,796,010,853.28
Ranking: 8
#XRP #XRP",xrp xrp price 0 33 change 1h 0 32895089 market cap 15 796 010 853 28 ranking 8,0.0,0.0,Neutral
"Predictions in progress
[Pos] Current Profit
#BTC[Short] +34.8
#ETH   [Short]+19.3
#ADA  [Long ] -3.5
#SOL   [Long ]-37.6
#XRP   [Long ] -8.6
#BNB[Long ] -1.5
#DOGE [Long ]-12.6
#AVAX [Long ]-22.0
#TRX [Long ]-15.3

#Binance
https://t.co/hlcM7LCbXN https://t.co/oFIrqPA3sA",predictions progress current profit 34 8 19 3 3 5 37 6 8 6 1 5 12 6 22 0 15 3,0.4,0.0,Neutral
"@B_Twaha Haha yesss, 
Needed some life up in here 
Now that we're settled, I can get back into Astrological info tied to #XRP 

🥳🥳🥳",haha yesss needed some life up here now that were settled i can get back into astrological info tied,0.15,0.1,Positive
Do Coinbase and Binance have new competition in crypto exchange race? - https://t.co/zS0lviQypu - #altcoin #altcoins #tokens #money #finance #ethereum #eth #xrp #hodl #ripple https://t.co/r9hLb9RQLq,do coinbase binance have new competition crypto exchange race,0.45454545454545453,0.13636363636363635,Positive
"The only reason #BTC is ranked #1 is because #XRP is being held back by a phony lawsuit, which scares exchanges and peopl…",only reason is ranked is because is being held back by phony lawsuit which scares exchanges peopl,0.5,0.0,Neutral
"@Bscgemalerts Go with #xrshib for the 1000x🚀

Running🏃on the highly scalable and energy-efficient #XRP ledger🛠

▶️it's fast, settles in 3 seconds
▶️consumes 0.0079 KWh per transaction🌱

🚫an ETH transaction wastes 238.22 KWh 🚫👎 https://t.co/28hBMO24md",go with 1000x running highly scalable energy efficient ledger its fast settles 3 seconds consumes 0 0079 kwh per transaction eth transaction wastes 238 22 kwh,0.37999999999999995,0.05333333333333332,Positive
"@Bscgemalerts Go with #xrshib for the 1000x🚀

Running🏃on the highly scalable and energy-efficient #XRP ledger🛠

▶️it's fast, settles in 3 seconds
▶️consumes 0.0079 KWh per transaction🌱

🚫an ETH transaction wastes 238.22 KWh 🚫👎 https://t.co/iWFY7mSMPc",go with 1000x running highly scalable energy efficient ledger its fast settles 3 seconds consumes 0 0079 kwh per transaction eth transaction wastes 238 22 kwh,0.37999999999999995,0.05333333333333332,Positive
"💰85,122,890 #XRP (27,826,130 USD) move from unknown wallet to unknown wallet
 
Date : 2022-06-17 02:55:01 (GMT 0)
Blockchain : #RIPPLE
Symbol : #XRP
 
Detail: https://t.co/1Unh48D9n8",85 122 890 27 826 130 usd move unknown wallet unknown wallet date 2022 06 17 02 55 01 gmt 0 blockchain symbol detail,0.6,-0.1,Negative
"Yeah, what he said! #XRP #XRPCommunity https://t.co/k5dzmbutaP",yeah what he said,0.0,0.0,Neutral
"💰85,122,890 #XRP (27,897,892 USD) move from unknown wallet to unknown wallet
 
Date : 2022-06-17 02:54:30 (GMT 0)
Blockchain : #RIPPLE
Symbol : #XRP
 
Detail: https://t.co/xbHvNJAnoX",85 122 890 27 897 892 usd move unknown wallet unknown wallet date 2022 06 17 02 54 30 gmt 0 blockchain symbol detail,0.6,-0.1,Negative
"Q: How to make $1 million in crypto?

A: Invest $2 million 

😅
#Crypto #cryptocurrencies #Etherum #Solana #AVAX #btc #dogecoin #shib #hbar #egld #MATIC #Polkadot #xrp #Algorand #NFT",q how make 1 million crypto invest 2 million,0.0,0.0,Neutral
@WillyTheDegen This is the worst. Clearly no deeper understanding of the NFT space. Stick to #XRP lol,this is worst clearly no deeper understanding nft space stick lol,0.6944444444444443,-0.08333333333333333,Negative
