Tweets,Cl_Tweets,Subjectivity,Polarity,Sentiment
"📊 #crypto Stats 📊

#Bitcoin = $20618
#Ethereum = $1090.63
#Tether = $1.001
#USD_Coin = $1.001
#BNB = $214.97
#Binance_USD = $0.998525
#Cardano = $0.490085
#XRP = $0.327209
#Solana = $30.58
#Polkadot = $7.25 https://t.co/gACmZJiQnV",stats 20618 1090 63 1 001 1 001 214 97 0 998525 0 490085 0 327209 30 58 7 25,0.0,0.0,Neutral
"Tether - USDT
Price: $1.00
Change in 1h: -0.00893572%
Market cap: $69,142,924,177.28
Ranking: 3
#Tether #USDT",tether usdt price 1 00 change 1h 0 00893572 market cap 69 142 924 177 28 ranking 3,0.0,0.0,Neutral
"🪙 #Bitcoin (BTC) 20615.9$ (-1.136%)
🪙 #Ethereum (ETH) 1089.79$ (-1.435%)
🪙 #Tether (USDT) 0.99881$ (-0.000%)
🪙 #USD Coin (USDC) 1.00013$ (-0.017%)
🪙 #BNB (BNB) 214.693$ (-0.844%)
🪙 #Binance USD (BUSD) 1.00258$ (0.2491%)
🪙 #Cardano (ADA) 0.48892$ (-1.029%)",btc 20615 9 1 136 eth 1089 79 1 435 usdt 0 99881 0 000 coin usdc 1 00013 0 017 bnb 214 693 0 844 usd busd 1 00258 0 2491 ada 0 48892 1 029,0.0,0.0,Neutral
"Bright side of life, she'll find that attractive on the other.

#workout #happy $DOGE #tether #fiesta",bright side life shell find that attractive other doge,0.725,0.4583333333333333,Positive
Looks like another $800M came out of #tether a few moments ago per coinmarketcap. Tether now down to $69.1B. https://t.co/nyZWb2Qij5,looks like another 800m came out few moments ago per coinmarketcap tether now down 69 1b,0.19444444444444448,-0.1777777777777778,Negative
@digitalassetbuy They should worry about #Tether collapsing and the snowball effect it would have liquidating more than half of the market.,they should worry about collapsing snowball effect it would have liquidating more than half market,0.3333333333333333,0.16666666666666669,Positive
"Everything drops.. Cause of #Tether 
Providing no liquidity to the crypto market.
No buy orders filled.
Buying now will be the wisest decision IMO. #XRP 
Dont try to time the bottom for a big purchase, DCA on the way down.
@ExtraVOD_",everything drops cause providing no liquidity crypto market no buy orders filled buying now will be wisest decision imo dont try time bottom big purchase dca way down,0.42962962962962964,0.08148148148148147,Positive
Everyone knows that the #tether is backed.,everyone knows that is backed,0.0,0.0,Neutral
"#Tether watch!

Another reduction! -$800 million. Again at the 4am off-time. With no stress in the peg on Kraken or Bitfinex. 

During rumors of #3AC not being able to meet $400 million in margin calls and we know they've been a customer of Tether in the past. https://t.co/yFGk6fIBby",watch another reduction 800 million again at 4am off time with no stress peg kraken or bitfinex during rumors not being able meet 400 million margin calls we know theyve been customer tether past,0.4375,0.125,Positive
"@unusual_whales #Tether losing $1B daily - how long can they make good the redemptions?
Get out the popcorn 💥😁 https://t.co/ZBqWu2L1qY",losing 1b daily how long can they make good redemptions get out popcorn,0.3333333333333333,0.21666666666666665,Positive
Everybody will be on the sidelines until #tether outcome becomes clear $USDT,everybody will be sidelines until outcome becomes clear usdt,0.3833333333333333,0.10000000000000002,Positive
"#CryptoTrends 
#Bitcoin Hit $22k, #ThreeArrows #3AC Faces Insolvency, #Celsius CEO Speaks @Mashinsky, #Tether Conspiracy, #TRON Gains 15%
🔗https://t.co/HJPOt4HNqa https://t.co/GFpGnD2NkB",hit 22k faces insolvency ceo speaks conspiracy gains 15,0.0,0.0,Neutral
"Top #Crypto (by mkt cap)

#Bitcoin $20993.51(⇓6.76%)
#Ethereum $1109.82(⇓9.16%)
#Tether $1.0(⇓0.02%)
#USD Coin $1.0(⇑0.01%)
#Binance Co $217.49(⇓6.54%)
#Binance US $1.0(⇓0.06%)
#Cardano $0.49(⇓6.41%)

https://t.co/vl4PEew7Gt",top by mkt cap 20993 51 6 76 1109 82 9 16 1 0 0 02 coin 1 0 0 01 co 217 49 6 54 us 1 0 0 06 0 49 6 41,0.5,0.5,Positive
"🇮🇩 USDT/IDR and USD/IDR Price Comparison🗺
  🇮🇩 Indodax(USDT/IDR): 14829 IDR
  🌐 Forex (USD/IDR) : 14714 IDR
Difference: 114 IDR 
Current USDT/IDR is 0.78% higher than Foreign Exchange
#Indodax #USDT #Tether #FundTransfer #MoneyTransfer #Indonesia 🇮🇩
https://t.co/2thIovtNEv",usdt idr usd idr price comparison indodax usdt idr 14829 idr forex usd idr 14714 idr difference 114 idr current usdt idr is 0 78 higher than foreign exchange,0.3416666666666666,0.041666666666666664,Positive
@mskvsk Just wait till #Tether hits the fan,just wait till hits fan,0.0,0.0,Neutral
"📊 #crypto Stats 📊

#Bitcoin = $20860
#Ethereum = $1107.2
#Tether = $1.004
#USD_Coin = $1.003
#BNB = $216.56
#Binance_USD = $1.01
#Cardano = $0.494814
#XRP = $0.32976
#Solana = $31
#Polkadot = $7.35 https://t.co/tYh1ePsW2i",stats 20860 1107 2 1 004 1 003 216 56 1 01 0 494814 0 32976 31 7 35,0.0,0.0,Neutral
"Tether - USDT
Price: $1.00
Change in 1h: +0.0106534%
Market cap: $69,961,946,954.32
Ranking: 3
#Tether #USDT",tether usdt price 1 00 change 1h 0 0106534 market cap 69 961 946 954 32 ranking 3,0.0,0.0,Neutral
"🪙 #Bitcoin (BTC) 20853.0$ (2.3934%)
🪙 #Ethereum (ETH) 1106.12$ (3.8075%)
🪙 #Tether (USDT) 0.99880$ (0.0021%)
🪙 #USD Coin (USDC) 1.00031$ (-0.051%)
🪙 #BNB (BNB) 216.520$ (3.0409%)
🪙 #Binance USD (BUSD) 1.00009$ (0.0740%)
🪙 #Cardano (ADA) 0.49400$ (3.2971%)",btc 20853 0 2 3934 eth 1106 12 3 8075 usdt 0 99880 0 0021 coin usdc 1 00031 0 051 bnb 216 520 3 0409 usd busd 1 00009 0 0740 ada 0 49400 3 2971,0.0,0.0,Neutral
"🚨WaykiSwap Internal Testing up to 50% Annual Return Rate!!!

⏰Internal Testing 1 week: 13th June to 20th June 

🔀WaykiSwap link: https://t.co/9yqudGCzOK

#Cryptocrash #Tether #bearmarket https://t.co/CFL8UKAdyd",waykiswap internal testing up 50 annual return rate internal testing 1 week 13th june 20th june waykiswap link,0.0,0.0,Neutral
"#Bitcoin  #Crypto 💩 
PURE PILE OF 💩

SHORT THE TURD. PONZI BUBBLE IS OVER - MASSIVE CRASH

 #LUNA #UST #Tether SCAM

#Bitcoin  #shiba #Link #ADA #XRP  #cryptocurrency #Blockchain  #LTC #DOGE #Dogecoin #litecoin #BCH #Polkadot #ElonMusk  #Paypal #ETH #Tesla #SEC #BNB  #RECESION https://t.co/EyPkVpy6Ho",pure pile short turd ponzi bubble is over massive crash scam,0.6,0.07142857142857142,Positive
"#Bitcoin   #Crypto 💣

IMAGINE THE SHITCOIN CARNAGE WHEN #BTC  CRASHES with #TETHER

 💩 #PONZI #DoKwon 💩

#XEX #LUNA #UST #Tether TIK TOK💣

#Bitcoin  #CEL  #ADA #XRP  #cryptocurrency #Blockchain #LTC #DOGE #Dogecoin #litecoin #BCH #Polkadot #Elon  #ETH #Tesla #shiba #SEC #BNB https://t.co/JCYT2BjVAX",imagine shitcoin carnage when crashes with tik tok,0.0,0.0,Neutral
"I always tag #Tether because it’s the main fuel in all of this #Crypto fraud, numpty. #Bitcoin owwww &amp; #Binance https://t.co/Qv3ftoa9Ts",i always tag because it s main fuel all this fraud numpty owwww amp,0.3333333333333333,0.16666666666666666,Positive
If you are still in #tether you just might be a liberal. 🤣,if you are still you just might be liberal,0.0,0.0,Neutral
