Tweets,Cl_Tweets,Subjectivity,Polarity,Sentiment
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 1.9M ₳D₳ / 0.97M USD 
👁️ Tx info:
➡️ https://t.co/yRRHMZxsFb

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 1 9m d 0 97m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 3.6M ₳D₳ / 1.76M USD 
👁️ Tx info:
➡️ https://t.co/pyPJ8RF0HB

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjfkf3c
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 3 6m d 1 76m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 3.6M ₳D₳ / 1.76M USD 
👁️ Tx info:
➡️ https://t.co/pyPJ8RWC6b

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 3 6m d 1 76m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 3.7M ₳D₳ / 1.83M USD 
👁️ Tx info:
➡️ https://t.co/PckhKjjSTD

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 3 7m d 1 83m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 1.0M ₳D₳ / 0.50M USD 
👁️ Tx info:
➡️ https://t.co/LrULKOQhKF

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 1 0m d 0 50m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 2.2M ₳D₳ / 1.11M USD 
👁️ Tx info:
➡️ https://t.co/FNdkPcIJT3

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 2 2m d 1 11m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"The current price of one ADA is: $0.4882, -0.73% change in the last hour, -6.72% change in the last 24H.

Total volume in the last 24H: $1,182,987,158.

Current CoinMarketCap Rank: #7

$ADA #ADA #CARDANO",current price one ada is 0 4882 0 73 change last hour 6 72 change last 24h total volume last 24h 1 182 987 158 current coinmarketcap rank ada,0.37857142857142856,-0.1142857142857143,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 15.6M ₳D₳ / 7.64M USD 
👁️ Tx info:
➡️ https://t.co/X9m1wPHQ5p

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 15 6m d 7 64m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"#Cardano 
 Price Now: $0.489092
 Market Cap: $16573928836.281115 #ADA",price now 0 489092 market cap 16573928836 281115,0.0,0.0,Neutral
"What's the best community on Cardano? I'll go first, 
@ChilledKongs

#Cardano #NFT",whats best community cardano ill go first,0.5444444444444444,0.25,Positive
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 3.7M ₳D₳ / 1.82M USD 
👁️ Tx info:
➡️ https://t.co/tllSNT0s7T

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 3 7m d 1 82m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
Get out staked #Ethereum on #Lido while you can. This is why #Cardano is superior in every way. No need for wrapped tokens ready to collapse. https://t.co/JFDlrkkUg8,get out staked while you can this is why is superior every way no need wrapped tokens ready collapse,0.7,0.44999999999999996,Positive
"#Cardano Price 
 
 Three months ago: $0.8707 
 
 One month ago: $0.8313 
 
 One week ago: $0.5315 
 
  Now: $0.488864 #ADA #ADAHodler",price three months ago 0 8707 one month ago 0 8313 one week ago 0 5315 now 0 488864,0.0,0.0,Neutral
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 2.2M ₳D₳ / 1.11M USD 
👁️ Tx info:
➡️ https://t.co/TgfVI77ngy

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 2 2m d 1 11m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"Visit https://t.co/K2tUE4O1GF, where creative moments become history 💎

Buy at https://t.co/sRu3BFX4f5🔥

149 Dilliats Sold🏆

https://t.co/kHwZeooVWJ

#cnft #ada #nftsales #cardano https://t.co/BrlMFwxdTj",visit where creative moments become history buy at 149 dilliats sold,1.0,0.5,Positive
"Visit https://t.co/K2tUE4O1GF, where creative moments become history 💎

Buy at https://t.co/sRu3BFX4f5🔥

149 Dilliats Sold🏆

https://t.co/kHwZeooVWJ

#cnft #ada #nftsales #cardano https://t.co/D2uAjOG30I",visit where creative moments become history buy at 149 dilliats sold,1.0,0.5,Positive
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 15.6M ₳D₳ / 7.64M USD 
👁️ Tx info:
➡️ https://t.co/74scWSldhW

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 15 6m d 7 64m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"Visit https://t.co/K2tUE4O1GF, where creative moments become history 💎

Buy at https://t.co/sRu3BFX4f5🔥

149 Dilliats Sold🏆

https://t.co/kHwZeooVWJ

#cnft #ada #nftsales #cardano https://t.co/oChCCF5mv4",visit where creative moments become history buy at 149 dilliats sold,1.0,0.5,Positive
"Visit https://t.co/K2tUE4O1GF, where creative moments become history 💎

Buy at https://t.co/sRu3BFX4f5🔥

149 Dilliats Sold🏆

https://t.co/kHwZeooVWJ

#cnft #ada #nftsales #cardano https://t.co/etLXjtXzOm",visit where creative moments become history buy at 149 dilliats sold,1.0,0.5,Positive
"Visit https://t.co/K2tUE4O1GF, where creative moments become history 💎

Buy at https://t.co/sRu3BFX4f5🔥

149 Dilliats Sold🏆

https://t.co/kHwZeooVWJ

#cnft #ada #nftsales #cardano https://t.co/Zncv5NL3FP",visit where creative moments become history buy at 149 dilliats sold,1.0,0.5,Positive
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 9.1M ₳D₳ / 4.45M USD 
👁️ Tx info:
➡️ https://t.co/k7Cdu275iA

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 9 1m d 4 45m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 15.2M ₳D₳ / 7.47M USD 
👁️ Tx info:
➡️ https://t.co/rlbb1cAPVQ

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 15 2m d 7 47m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"Visit https://t.co/K2tUE4O1GF, where creative moments become history 💎

Buy at https://t.co/sRu3BFX4f5🔥

149 Dilliats Sold🏆

https://t.co/kHwZeooVWJ

#cnft #ada #nftsales #cardano https://t.co/EXnljmsqM9",visit where creative moments become history buy at 149 dilliats sold,1.0,0.5,Positive
"Visit https://t.co/K2tUE4O1GF, where creative moments become history 💎

Buy at https://t.co/sRu3BFX4f5🔥

149 Dilliats Sold🏆

https://t.co/kHwZeooVWJ

#cnft #ada #nftsales #cardano https://t.co/dJy9NwjcWn",visit where creative moments become history buy at 149 dilliats sold,1.0,0.5,Positive
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 3.7M ₳D₳ / 1.83M USD 
👁️ Tx info:
➡️ https://t.co/FAutPWDxVM

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 3 7m d 1 83m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 20.0M ₳D₳ / 9.83M USD 
👁️ Tx info:
➡️ https://t.co/WC4lzia9QG

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 20 0m d 9 83m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"Which #cardano #nft project do you prefer #CardanoCommunity

#cnft #degenerats #meltingmoonboy @DegeneratsCNFT @meltingmoonboy",which project do you prefer,0.0,0.0,Neutral
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 2.2M ₳D₳ / 1.11M USD 
👁️ Tx info:
➡️ https://t.co/J9pOtBOlVP

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 2 2m d 1 11m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 15.6M ₳D₳ / 7.65M USD 
👁️ Tx info:
➡️ https://t.co/dCpFjpjhCO

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 15 6m d 7 65m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"Oh shit did I say candle I meant #cardano 

🤣🔥",oh shit did i say candle i meant,0.8,-0.2,Negative
"OK, LETS SEE👀 THOSE @meltingmoonboy #CNFTs 

IF YOU DONT HAVE ONE, GO GRAB ONE WHILE THEY ARE REASONABLE !!! THEN DROP YOUR MOONBOY IN THE COMMENTS‼️💯🌙🧑‍🚀🚀🔥🙂
LFG‼️👌🤘🌙🧑‍🚀🚀🔥👀
#CNFT #CNFTCommunity #Cardano  #CardanoADA 
#MoonBoySociety #MoonBoyDrip https://t.co/PfHL3DeP82",ok lets see those if you dont have one go grab one while they are reasonable then drop your moonboy comments lfg,0.55,0.35,Positive
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 3.7M ₳D₳ / 1.83M USD 
👁️ Tx info:
➡️ https://t.co/IgFtyTimOQ

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 3 7m d 1 83m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 2.2M ₳D₳ / 1.11M USD 
👁️ Tx info:
➡️ https://t.co/ZfvVqEXuKg

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf2EbE
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 2 2m d 1 11m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 2.2M ₳D₳ / 1.11M USD 
👁️ Tx info:
➡️ https://t.co/ZfvVqEY2zO

🙏Support us:
- Stake with  ☮️PEACE☮️ pool: https://t.co/Uztjjf3c1c
- Stake with SHARP/EASY1/BOOST/GMBL
#fintech #blockchain #crypto",ada whale laced transaction output 2 2m d 1 11m usd tx info support us stake with peace pool stake with sharp easy1 boost gmbl,0.75,-0.125,Negative
"This tweet will save #Cardano noobs a lot of time.

Wallet:
Yoroi ❌
Nami ✅

DEX:
SundaeSwap ❌
Minswap ✅

NFT Marketplace:
https://t.co/jMgwYRD2rv ❌
https://t.co/vKCBTnzw3X ✅",this tweet will save noobs lot time wallet yoroi nami dex sundaeswap minswap nft marketplace,0.0,0.0,Neutral
"@thexastronaut @solana @Cardano @ethereum @IcedKnife @cardano_whale @SolanaLegend @Jawnxwick @JaakoNFA @notthreadguy @ShiLLin_ViLLian @coinbureau @DannyOfCrypto @DannyCrypto85 Of course, #cardano!",course,0.0,0.0,Neutral
